Full ID,Species,SppID,Hub,Transect,Mom,Pin,Distance,Angle_Comp,Angle_Deg_fromN,Angle_Rad_fromN,Angle_Deg_fromE,Angle_Rad_fromE,Notes
IfreT2M3,L. fremontii,fre,I,2,3,8,7.75,4,78.75,1.37,11.25,0.2,
IfreT2M3,L. fremontii,fre,I,2,3,9,10.35,3,56.25,0.98,33.75,0.59,
IfreT2M3,L. fremontii,fre,I,2,3,10,7.65,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,11,8.75,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,12,9.8,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,13,9.25,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,14,9.9,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,15,8.25,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,16,8.9,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,17,9.45,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,18,9.95,6,123.75,2.16,326.25,5.69,
IglaT1M1,L. glaberrima,gla,I,1,1,1,20.5,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,2,22.65,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,3,21.8,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,4,23.65,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,5,23.35,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,6,19.3,3,56.25,0.98,33.75,0.59,
IglaT1M1,L. glaberrima,gla,I,1,1,7,19.5,3,56.25,0.98,33.75,0.59,
IglaT1M1,L. glaberrima,gla,I,1,1,8,21,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,9,24.25,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,10,24.8,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,11,25.1,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,12,23.35,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,13,22.8,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,14,24.4,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,15,25.5,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,16,32.9,4,78.75,1.37,11.25,0.2,
IglaT1M2,L. glaberrima,gla,I,1,2,1,4.1,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,2,4.85,7,146.25,2.55,303.75,5.3,
IglaT1M2,L. glaberrima,gla,I,1,2,3,5.3,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,4,6.7,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,5,6.2,9,191.25,3.34,258.75,4.52,
IglaT1M2,L. glaberrima,gla,I,1,2,6,7.6,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,7,8.1,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,8,7.8,7,146.25,2.55,303.75,5.3,
IglaT1M2,L. glaberrima,gla,I,1,2,9,8.05,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,10,8.55,7,146.25,2.55,303.75,5.3,
IglaT1M3,L. glaberrima,gla,I,1,3,NA,NA,NA,NA,NA,NA,NA,NA
IglaT2M1,L. glaberrima,gla,I,2,1,NA,NA,NA,NA,NA,NA,NA,NA
IglaT2M2,L. glaberrima,gla,I,2,2,1,5.9,1,11.25,0.2,78.75,1.37,
IglaT2M2,L. glaberrima,gla,I,2,2,2,6.6,1,11.25,0.2,78.75,1.37,
IglaT2M2,L. glaberrima,gla,I,2,2,3,7.8,1,11.25,0.2,78.75,1.37,
IglaT2M3,L. glaberrima,gla,I,2,3,NA,NA,NA,NA,NA,NA,NA,NA
JcalT1M1,L. californica,cal,J,1,1,1,3.7,5,101.25,1.77,168.75,2.95,
JcalT1M1,L. californica,cal,J,1,1,2,6.2,4,78.75,1.37,11.25,0.2,
JcalT1M1,L. californica,cal,J,1,1,3,23.85,4,78.75,1.37,11.25,0.2,
JcalT1M2,L. californica,cal,J,1,2,1,1.9,6,123.75,2.16,326.25,5.69,
JcalT1M2,L. californica,cal,J,1,2,2,3.5,6,123.75,2.16,326.25,5.69,
JcalT1M2,L. californica,cal,J,1,2,3,5.4,2,33.75,0.59,56.25,0.98,
JcalT1M2,L. californica,cal,J,1,2,4,3.9,3,56.25,0.98,33.75,0.59,
JcalT1M2,L. californica,cal,J,1,2,5,2.9,3,56.25,0.98,33.75,0.59,
JcalT1M2,L. californica,cal,J,1,2,6,4.95,3,56.25,0.98,33.75,0.59,
JcalT1M2,L. californica,cal,J,1,2,7,6.6,5,101.25,1.77,168.75,2.95,
JcalT1M2,L. californica,cal,J,1,2,8,8.1,7,146.25,2.55,303.75,5.3,
JcalT1M3,L. californica,cal,J,1,3,NA,NA,NA,NA,NA,NA,NA,NA
JcalT2M1,L. californica,cal,J,2,1,1,5.9,3,56.25,0.98,33.75,0.59,
JcalT2M1,L. californica,cal,J,2,1,2,6,3,56.25,0.98,33.75,0.59,
JcalT2M1,L. californica,cal,J,2,1,3,6.3,3,56.25,0.98,33.75,0.59,
JcalT2M1,L. californica,cal,J,2,1,4,8.25,2,33.75,0.59,56.25,0.98,
JcalT2M1,L. californica,cal,J,2,1,5,8.6,2,33.75,0.59,56.25,0.98,
JcalT2M1,L. californica,cal,J,2,1,6,8.5,2,33.75,0.59,56.25,0.98,
JcalT2M2,L. californica,cal,J,2,2,NA,NA,NA,NA,NA,NA,NA,NA
JcalT2M3,L. californica,cal,J,2,3,NA,NA,NA,NA,NA,NA,NA,NA
JfreT1M1,L. fremontii,fre,J,1,1,NA,NA,NA,NA,NA,NA,NA,NA
JfreT1M2,L. fremontii,fre,J,1,2,NA,NA,NA,NA,NA,NA,NA,NA
JfreT1M3,L. fremontii,fre,J,1,3,NA,NA,NA,NA,NA,NA,NA,NA
JfreT2M1,L. fremontii,fre,J,2,1,NA,NA,NA,NA,NA,NA,NA,NA
JfreT2M2,L. fremontii,fre,J,2,2,NA,NA,NA,NA,NA,NA,NA,NA
JfreT2M3,L. fremontii,fre,J,2,3,NA,NA,NA,NA,NA,NA,NA,NA
JglaT1M1,L. glaberrima,gla,J,1,1,1,13.8,16,348.75,6.09,101.25,1.77,
JglaT1M1,L. glaberrima,gla,J,1,1,2,14.8,16,348.75,6.09,101.25,1.77,
JglaT1M1,L. glaberrima,gla,J,1,1,3,15.9,16,348.75,6.09,101.25,1.77,
JglaT1M2,L. glaberrima,gla,J,1,2,NA,NA,NA,NA,NA,NA,NA,NA
JglaT1M3,L. glaberrima,gla,J,1,3,NA,NA,NA,NA,NA,NA,NA,NA
JglaT2M1,L. glaberrima,gla,J,2,1,NA,NA,NA,NA,NA,NA,NA,NA
JglaT2M2,L. glaberrima,gla,J,2,2,NA,NA,NA,NA,NA,NA,NA,NA
JglaT2M3,L. glaberrima,gla,J,2,3,NA,NA,NA,NA,NA,NA,NA,NA
