"","Full.ID","Species","SppID","Hub","Transect","Mom","Pin","Distance","Angle_Comp","Angle_Deg_fromN","Angle_Rad_fromN","Angle_Deg_fromE","Angle_Rad_fromE","Notes","Dist_x","Dist_y","mean_Dist_x","mean_Dist_y","ptcentdist"
"106","CcalT1M2","L. californica","cal","C",1,2,14,6.2,4,78.75,1.37,11.25,0.2,"",6.0764127826157,1.23174985092938,0.69162922301372,0.896595538485169,5.39520364739921
"107","CcalT1M2","L. californica","cal","C",1,2,15,7.4,4,78.75,1.37,11.25,0.2,"",7.25249267602519,1.47015304788345,0.69162922301372,0.896595538485169,6.58588623236453
"108","CcalT1M2","L. californica","cal","C",1,2,16,7.2,3,56.25,0.98,33.75,0.59,"",5.98277288952118,4.00579936497204,0.69162922301372,0.896595538485169,6.13704731399902
"109","CcalT1M2","L. californica","cal","C",1,2,17,6.8,3,56.25,0.98,33.75,0.59,"",5.65039661788111,3.78325495580693,0.69162922301372,0.896595538485169,5.73778499667009
"110","CcalT1M2","L. californica","cal","C",1,2,18,8.3,1,11.25,0.2,78.75,1.37,"",1.65543268427985,8.1332369096085,0.69162922301372,0.896595538485169,7.30054076395731
"111","CcalT1M2","L. californica","cal","C",1,2,19,9.65,1,11.25,0.2,78.75,1.37,"",1.92468980762658,9.45611279249663,0.69162922301372,0.896595538485169,8.64787685082562
"112","CcalT1M3","L. californica","cal","C",1,3,1,3.4,14,303.75,5.3,146.25,2.55,"",-2.82218201979975,1.89612463913082,-0.243480665747901,4.84199516397854,3.91508030857037
"113","CcalT1M3","L. californica","cal","C",1,3,2,1.6,4,78.75,1.37,11.25,0.2,"",1.56810652454599,0.317870929272098,-0.243480665747901,4.84199516397854,4.87335082249319
"114","CcalT1M3","L. californica","cal","C",1,3,3,8.25,2,33.75,0.59,56.25,0.98,"",4.59543601082129,6.85160330655876,-0.243480665747901,4.84199516397854,5.23962207506459
"115","CcalT1M3","L. californica","cal","C",1,3,4,4.05,1,11.25,0.2,78.75,1.37,"",0.80777137004017,3.96862764866439,-0.243480665747901,4.84199516397854,1.36671198851645
"116","CcalT1M3","L. californica","cal","C",1,3,5,4,16,348.75,6.09,101.25,1.77,"",-0.791555258436436,3.92089789115218,-0.243480665747901,4.84199516397854,1.07182365394633
"117","CcalT1M3","L. californica","cal","C",1,3,6,4.6,15,326.25,5.69,123.75,2.16,"",-2.55621607275282,3.82436391958194,-0.243480665747901,4.84199516397854,2.52672088137696
"118","CcalT1M3","L. californica","cal","C",1,3,7,5.7,16,348.75,6.09,101.25,1.77,"",-1.12796624327192,5.58727949489186,-0.243480665747901,4.84199516397854,1.1566172533526
"119","CcalT1M3","L. californica","cal","C",1,3,8,5.9,1,11.25,0.2,78.75,1.37,"",1.17675335388568,5.78145756225182,-0.243480665747901,4.84199516397854,1.70283712324284
"120","CcalT1M3","L. californica","cal","C",1,3,9,6.6,16,348.75,6.09,101.25,1.77,"",-1.30606617642012,6.4694815204011,-0.243480665747901,4.84199516397854,1.94365629879156
"121","CcalT1M3","L. californica","cal","C",1,3,10,10,16,348.75,6.09,101.25,1.77,"",-1.97888814609109,9.80224472788045,-0.243480665747901,4.84199516397854,5.25506563793643
"122","CcalT2M1","L. californica","cal","C",2,1,1,7.6,1,11.25,0.2,78.75,1.37,"",1.51581787958155,7.44730126662947,5.92921902695104,5.70179971534275,4.74603891188711
"123","CcalT2M1","L. californica","cal","C",2,1,2,11.9,16,348.75,6.09,101.25,1.77,"",-2.3548768938484,11.6646712261777,5.92921902695104,5.70179971534275,10.2069624217851
"124","CcalT2M1","L. californica","cal","C",2,1,3,9.25,1,11.25,0.2,78.75,1.37,"",1.84490991922755,9.06414956793718,5.92921902695104,5.70179971534275,5.29027196074784
"125","CcalT2M1","L. californica","cal","C",2,1,4,10.2,2,33.75,0.59,56.25,0.98,"",5.68162997701542,8.4710731790181,5.92921902695104,5.70179971534275,2.78031937990305
"126","CcalT2M1","L. californica","cal","C",2,1,5,11.35,2,33.75,0.59,56.25,0.98,"",6.32220590579657,9.42614515508386,5.92921902695104,5.70179971534275,3.74502171441838
"127","CcalT2M1","L. californica","cal","C",2,1,6,10.65,2,33.75,0.59,56.25,0.98,"",5.93229012306021,8.84479699573949,5.92921902695104,5.70179971534275,3.14299878081627
"128","CcalT2M1","L. californica","cal","C",2,1,7,11.45,3,56.25,0.98,33.75,0.59,"",9.51427077569687,6.37033371235137,5.92921902695104,5.70179971534275,3.64685258083486
"129","CcalT2M1","L. californica","cal","C",2,1,8,5.5,3,56.25,0.98,33.75,0.59,"",4.5701737350509,3.05998562602031,5.92921902695104,5.70179971534275,2.97088973002676
"130","CcalT2M1","L. californica","cal","C",2,1,9,9.1,3,56.25,0.98,33.75,0.59,"",7.56156017981149,5.06288530850633,5.92921902695104,5.70179971534275,1.75292591360414
"131","CcalT2M1","L. californica","cal","C",2,1,10,8.5,3,56.25,0.98,33.75,0.59,"",7.06299577235139,4.72906869475866,5.92921902695104,5.70179971534275,1.49387260059792
"132","CcalT2M1","L. californica","cal","C",2,1,11,8.9,3,56.25,0.98,33.75,0.59,"",7.39537204399145,4.95161310392378,5.92921902695104,5.70179971534275,1.64693188120487
"133","CcalT2M1","L. californica","cal","C",2,1,12,9,3,56.25,0.98,33.75,0.59,"",7.47846611190147,5.00724920621505,5.92921902695104,5.70179971534275,1.69781239833998
"134","CcalT2M1","L. californica","cal","C",2,1,13,9.25,3,56.25,0.98,33.75,0.59,"",7.68620128167651,5.14633946194325,5.92921902695104,5.70179971534275,1.84269442299228
"135","CcalT2M1","L. californica","cal","C",2,1,14,11.75,3,56.25,0.98,33.75,0.59,"",9.76355297942692,6.53724201922521,5.92921902695104,5.70179971534275,3.92429365647192
"136","CcalT2M1","L. californica","cal","C",2,1,15,12.1,3,56.25,0.98,33.75,0.59,"",10.054382217112,6.73196837724468,5.92921902695104,5.70179971534275,4.25184887048253
"137","CcalT2M1","L. californica","cal","C",2,1,16,12.05,3,56.25,0.98,33.75,0.59,"",10.012835183157,6.70415032609904,5.92921902695104,5.70179971534275,4.20483384429274
"138","CcalT2M1","L. californica","cal","C",2,1,17,13.8,3,56.25,0.98,33.75,0.59,"",11.4669813715823,7.67778211619642,5.92921902695104,5.70179971534275,5.87973793923665
"139","CcalT2M1","L. californica","cal","C",2,1,18,15.1,3,56.25,0.98,33.75,0.59,"",12.5472042544125,8.40105144598303,5.92921902695104,5.70179971534275,7.14728538511387
"140","CcalT2M1","L. californica","cal","C",2,1,19,10,5,101.25,1.77,168.75,2.95,"",-9.81702202998454,1.90422647361027,5.92921902695104,5.70179971534275,16.1977057001739
"141","CcalT2M1","L. californica","cal","C",2,1,20,9.6,4,78.75,1.37,11.25,0.2,"",9.40863914727592,1.90722557563259,5.92921902695104,5.70179971534275,5.14831596500047
"142","CcalT2M1","L. californica","cal","C",2,1,21,9.45,4,78.75,1.37,11.25,0.2,"",9.26162916059973,1.87742517601333,5.92921902695104,5.70179971534275,5.07255339212074
